gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-02_006070	chr_02	1924		PDZ domain	GO:0005515
Ec-02_006080	chr_02	1657		Beta-grasp domain	GO:0006118,GO:0009055,GO:0051536
Ec-02_006090	chr_02	2252		Domain of unknown function DUF1767	   
Ec-02_006100	chr_02	5376		WD40 repeat	GO:0005515
Ec-02_006110	chr_02	1537		Homeodomain-like	GO:0003677
Ec-02_006120	chr_02	948		Hypothetical protein	   
Ec-02_006130	chr_02	7637		expressed unknown protein	   
Ec-02_006140	chr_02	3667		WW domain	GO:0005515
Ec-02_006150	chr_02	2362		expressed unknown protein	   
Ec-02_006160	chr_02	951		1-acyl-sn-glycerol-3-phosphate acyltransferase 	GO:0008152,GO:0008415
Ec-02_006170	chr_02	3021		Acyl-CoA N-acyltransferase	   
Ec-02_006180	chr_02	1601		steroid-5-alpha-reductase	GO:0003865,GO:0008202,GO:0016020,GO:0055114 
Ec-02_006190	chr_02	3700		expressed unknown protein	   
Ec-02_006210	chr_02	3783		WD40-repeat-containing domain	GO:0005515
Ec-02_006230	chr_02	2646		Tubulin-tyrosine ligase/Tubulin polyglutamylase	GO:0006464
Ec-02_006240	chr_02	222		Hypothetical protein	   
Ec-02_006250	chr_02	449		Hypothetical protein	   
Ec-02_006260	chr_02	2421		expressed unknown protein	NA
Ec-02_006280	chr_02	2851		NAD-dependent epimerase/dehydratase N-terminal domain	GO:0003824,GO:0050662
Ec-02_006290	chr_02	1630		conserved unknown protein	GO:0008152,GO:0008168
Ec-02_006300	chr_02	1585		expressed unknown protein	   
Ec-02_006310	chr_02	2051		Peptidase M17 leucyl aminopeptidase C-terminal	GO:0004177,GO:0005622,GO:0006508
Ec-02_006320	chr_02	1585		Ribosomal protein S17	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-02_006330	chr_02	2276		Histidine phosphatase superfamily	GO:0003824,GO:0008152
Ec-02_006340	chr_02	4057		expressed unknown protein	   
Ec-02_006350	chr_02	936		NADH:ubiquinone oxidoreductase B18 subunit	GO:0003954,GO:0005739,GO:0008137
Ec-02_006360	chr_02	852		Plastid lipid-associated protein/fibrillin conserved domain	GO:0005198
Ec-02_006370	chr_02	1877		immunophilin	NA
Ec-02_006380	chr_02	2082		Heat shock protein 70	NA
Ec-02_006390	chr_02	1487		Thioredoxin-like fold	GO:0045454 
Ec-02_006400	chr_02	1851		expressed unknown protein	   
Ec-02_006410	chr_02	2964	GBG-gametophyte	hypothetical protein	   
Ec-02_006420	chr_02	2063		Hypothetical protein	   
Ec-02_006430	chr_02	3120		long chain acyl-CoA synthetase	GO:0003824,GO:0008152
Ec-02_006440	chr_02	283		Hypothetical protein	   
Ec-02_006450	chr_02	1296		conserved unknown protein	   
Ec-03_000010	chr_03	4303	SBG-female	Lipoxygenase C-terminal	GO:0016702,GO:0046872,GO:0055114
Ec-03_000020	chr_03	2654		Lipoxygenase C-terminal	GO:0016702,GO:0046872,GO:0055114
Ec-03_000030	chr_03	135		Hypothetical protein	   
Ec-03_000040	chr_03	1818		glycosyltransferase	   
Ec-03_000050	chr_03	1176		Hypothetical leucine rich repeat protein	GO:0005515
Ec-03_000060	chr_03	2153		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-03_000070	chr_03	672		Hypothetical protein	   
Ec-03_000080	chr_03	1775		Hypothetical protein	   
Ec-03_000090	chr_03	3933		Inner centromere protein ARK-binding domain	   
Ec-03_000100	chr_03	1071		conserved unknown protein	   
Ec-03_000110	chr_03	4259		FAD-binding type 2 subdomain 1	GO:0003824,GO:0008762,GO:0050660,GO:0055114
Ec-03_000120	chr_03	996		hypothetical protein	   
Ec-03_000130	chr_03	3171		LRR-GTPase of the ROCO family incomplete sequence	GO:0005622,GO:0005525,GO:0007264
Ec-03_000140	chr_03	789		Leucine rich repeat protein	GO:0005515
Ec-03_000150	chr_03	4512		SGNH hydrolase-type esterase domain	   
Ec-03_000160	chr_03	2882		Hypothetical protein	   
Ec-03_000180	chr_03	2949		Ribonuclease H-like domain	GO:0003676
Ec-03_000190	chr_03	1484		Hypothetical protein	   
Ec-03_000200	chr_03	927		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-03_000210	chr_03	6559	SBG-male	Tetratricopeptide-like helical domain	GO:0005515
Ec-03_000220	chr_03	2980		Dihydroxy-acid/6-phosphogluconate dehydratase	GO:0003824,GO:0008152
Ec-03_000230	chr_03	480		expressed unknown protein	   
Ec-03_000240	chr_03	1174		Zinc finger FYVE/PHD-type	   
Ec-03_000250	chr_03	501		hypothetical protein	   
Ec-03_000260	chr_03	468		hypothetical protein	   
Ec-03_000270	chr_03	885		hypothetical protein	   
Ec-03_000280	chr_03	4680		Domain of unknown function DUF4440	GO:0005515
Ec-03_000290	chr_03	927		hypothetical protein	   
Ec-03_000300	chr_03	6624		conserved unknown protein	   
Ec-03_000310	chr_03	3172		PDZ domain	GO:0005515
Ec-03_000320	chr_03	3344		Domain of unknown function DUF4440	GO:0004683,GO:0005516,GO:0006468 
Ec-03_000330	chr_03	3164		Domain of unknown function DUF4440	GO:0005515 
Ec-03_000350	chr_03	186		Hypothetical protein	   
Ec-03_000360	chr_03	838		expressed unknown protein	   
Ec-03_000370	chr_03	2313	GBG-gametophyte	P-loop containing nucleoside triphosphate hydrolase	   
Ec-03_000380	chr_03	363		Hypothetical protein	   
Ec-03_000390	chr_03	1001		Hypothetical protein	   
Ec-03_000400	chr_03	3556		Conserved oligomeric Golgi complex subunit 7	GO:0006886,GO:0017119
Ec-03_000410	chr_03	1674		expressed unknown protein	   
Ec-03_000420	chr_03	3358		hypothetical protein	   
Ec-03_000430	chr_03	627		Hypothetical protein	   
Ec-03_000440	chr_03	2072		Zinc finger FYVE/PHD-type	GO:0008270
Ec-03_000450	chr_03	5316		hypothetical protein	GO:0003677 
Ec-03_000460	chr_03	4296		expressed unknown protein	   
Ec-03_000470	chr_03	1258		Hypothetical protein	   
Ec-03_000480	chr_03	8955		FAD linked oxidase N-terminal	GO:0008762,GO:0016491,GO:0050660,GO:0055114
Ec-03_000500	chr_03	1007		Carbohydrate-binding WSC subgroup	   
Ec-03_000510	chr_03	132		hypothetical protein	   
Ec-03_000520	chr_03	2457		Carbohydrate-binding WSC	   
Ec-03_000530	chr_03	2336		conserved unknown protein	   
Ec-03_000540	chr_03	744		Hypothetical protein	   
Ec-03_000550	chr_03	3083		Pyridoxal phosphate-dependent transferase major region subdomain 1	GO:0003824,GO:0030170
Ec-03_000560	chr_03	4330		Uncharacterised protein family UPF0250	NA
Ec-03_000570	chr_03	1072		Hydroxymethylglutaryl-CoA reductase class I/II	GO:0004420,GO:0015936,GO:0050662,GO:0055114
Ec-03_000580	chr_03	3163		Hydroxymethylglutaryl-CoA reductase N-terminal	GO:0004420,GO:0055114
Ec-03_000590	chr_03	1155		40S ribosomal protein S27	GO:0005840,GO:0006412,GO:0005622,GO:0003735
Ec-03_000600	chr_03	14102		hypothetical protein	   
Ec-03_000610	chr_03	159		Hypothetical protein	   
Ec-03_000620	chr_03	5093		hypothetical protein	   
Ec-03_000630	chr_03	4443		NB-ARC and TPR repeat-containing protein	NA
Ec-03_000640	chr_03	105		Hypothetical protein	   
Ec-03_000650	chr_03	3540		Hypothetical protein	   
Ec-03_000660	chr_03	3312		Ankyrin repeat-containing domain	   
Ec-03_000670	chr_03	3448		expressed unknown protein	GO:0008270,GO:0016491,GO:0055114
Ec-03_000680	chr_03	4906		Kinesin motor domain	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Ec-03_000690	chr_03	4048		kinesin light chain-like protein	NA
Ec-03_000700	chr_03	4373		LRR-GTPase of the ROCO family putative pseudogene	GO:0005622,GO:0005515,GO:0005525,GO:0007264
Ec-03_000710	chr_03	4328		LRR-GTPase of the ROCO family	GO:0005622,GO:0005524,GO:0008134,GO:0006355
Ec-03_000720	chr_03	4613		LRR-GTPase of the ROCO family	GO:0005622,GO:0005515,GO:0005524,GO:0008134,GO:0006355
Ec-03_000730	chr_03	948		LRR-GTPase of the ROCO family putative pseudogene	NA
Ec-03_000740	chr_03	646	GBG-sporophyte	imm upregulated 13	NA
Ec-03_000750	chr_03	1656		conserved unknown protein	   
Ec-03_000760	chr_03	303		hypothetical protein	   
Ec-03_000770	chr_03	3233		LRR-GTPase of the ROCO family putative pseudogene	GO:0005622,GO:0005515,GO:0005524,GO:0008134,GO:0006355
Ec-03_000780	chr_03	3738		LRR-GTPase of the ROCO family	GO:0005622,GO:0005524,GO:0008134,GO:0006355
Ec-03_000790	chr_03	2390		Tricarboxylate/iron carrier	GO:0006811,GO:0015075,GO:0016020,GO:0055085
Ec-03_000800	chr_03	807		S-adenosyl-L-methionine-dependent methyltransferase	GO:0008152,GO:0008168
Ec-03_000810	chr_03	5719		expressed unknown protein	NA
Ec-03_000820	chr_03	2581		conserved unknown protein	   
Ec-03_000840	chr_03	2836		Bestrophin/UPF0187	   
Ec-03_000850	chr_03	1437		Pectin lyase fold/virulence factor	   
Ec-03_000860	chr_03	1721		conserved unknown protein	   
Ec-03_000870	chr_03	114		expressed unknown protein	   
Ec-03_000880	chr_03	1595		Peptide methionine sulfoxide reductase	GO:0006979,GO:0016671,GO:0030091
Ec-03_000890	chr_03	230		Flavoprotein	GO:0003824
Ec-03_000900	chr_03	1191		NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial	GO:0016651,GO:0022900
Ec-03_000910	chr_03	1322		Rrp41 is a component of the exosome 3'->5' exoribonuclease complex a complex that degrades mRNAs.	GO:0000175,GO:0003723,GO:0006396
Ec-03_000920	chr_03	3302		CS domain	   
Ec-03_000930	chr_03	7024		conserved unknown protein	GO:0005634,GO:0006355,GO:0004402,GO:0008270,GO:0003712
Ec-03_000940	chr_03	4659	GBG-sporophyte	expressed unknown protein	   
Ec-03_000950	chr_03	1121		hypothetical protein	   
Ec-03_000960	chr_03	6465		Heat shock protein 40 like protein/ DnaJ domain containing protein	NA
Ec-03_000970	chr_03	891		Hypothetical protein	   
Ec-03_000980	chr_03	450		Mitochondrial carrier protein	GO:0055085
Ec-03_000990	chr_03	2100		HSP20-like chaperone	   
Ec-03_001000	chr_03	5214		Single-stranded nucleic acid binding R3H	GO:0003676
Ec-03_001010	chr_03	2855		Uncharacterised protein family UPF0047	   
Ec-03_001020	chr_03	2404		expressed unknown protein	   
Ec-03_001030	chr_03	2404		Chromatin associated protein KTI12	   
Ec-03_001040	chr_03	1698		conserved unknown protein	   
Ec-03_001050	chr_03	3297		Meckelin	GO:0010826,GO:0036038,GO:0042384
Ec-03_001070	chr_03	2716		Protein-tyrosine phosphatase-like	   
Ec-03_001080	chr_03	2243		Nicotinamide N-methyltransferase-like	   
Ec-03_001090	chr_03	5421		Phosphatidylinositol 3-/4-kinase catalytic domain	GO:0016773
Ec-03_001100	chr_03	10785		Armadillo-like helical	GO:0005488
Ec-03_001110	chr_03	7872	SBG-male,GBG-gametophyte	Homeodomain-like	GO:0003677
Ec-03_001120	chr_03	1073		Two pore domain potassium channel domain	   
Ec-03_001130	chr_03	228		Mitochondrial carrier domain	GO:0005488,GO:0006810,GO:0016020
Ec-03_001140	chr_03	2479		Band 7 protein	   
Ec-03_001150	chr_03	1806		conserved unknown protein	   
Ec-03_001160	chr_03	398		Hypothetical protein	   
Ec-03_001170	chr_03	2050		High mobility group and histone-like transcription factor domain protein	GO:0003677,GO:0005634,GO:0006355
Ec-03_001180	chr_03	2587		P-loop containing nucleoside triphosphate hydrolase	GO:0000166,GO:0005524,GO:0017111
Ec-03_001190	chr_03	624		Hypothetical protein	   
Ec-03_001200	chr_03	695		Hypothetical protein	   
Ec-03_001210	chr_03	435		Hypothetical protein	   
Ec-03_001220	chr_03	2568		Elongated TPR repeat-containing domain	   
Ec-03_001230	chr_03	939		hypothetical protein	   
Ec-03_001240	chr_03	1080		expressed unknown protein	   
Ec-03_001250	chr_03	372		Hypothetical protein	   
Ec-03_001260	chr_03	2414	GBG-gametophyte	hypothetical protein	   
Ec-03_001270	chr_03	2921		SANT/Myb domain	GO:0003682
Ec-03_001280	chr_03	3292		AAA+ ATPase domain	GO:0005524,GO:0016887
Ec-03_001300	chr_03	584		Hypothetical protein	   
Ec-03_001310	chr_03	3201		hypothetical protein	   
Ec-03_001320	chr_03	6815		expressed unknown protein	GO:0006508,GO:0008236,GO:0016020,GO:0016021
Ec-03_001330	chr_03	3897		Myosin light chain kinase-related	   
Ec-03_001340	chr_03	1404		Hypothetical protein	   
Ec-03_001350	chr_03	2140		FirrV-1-F3	   
Ec-03_001360	chr_03	3003		Tubulin/FtsZ C-terminal	GO:0003924,GO:0005525,GO:0006184,GO:0043234,GO:0051258
Ec-03_001370	chr_03	1580		Tubulin/FtsZ 2-layer sandwich domain	GO:0003924,GO:0005525,GO:0006184,GO:0043234,GO:0051258
Ec-03_001380	chr_03	1128		Nucleoside diphosphate kinase	GO:0004550,GO:0005524,GO:0006165,GO:0006183,GO:0006228,GO:0006241
Ec-03_001390	chr_03	1806		Zinc finger RING-type	GO:0005515,GO:0008270
Ec-03_001400	chr_03	2619		expressed unknown protein	   
Ec-03_001410	chr_03	3407		Arginyl-tRNA Synthetase 	NA
Ec-03_001420	chr_03	2308		Soluble NSF Attachment Protein (SNAP) Receptor (SNARE)	GO:0016020
Ec-03_001430	chr_03	1174	GBG-gametophyte	Hypothetical protein	   
Ec-03_001440	chr_03	868	GBG-gametophyte	Hypothetical protein	   
Ec-03_001450	chr_03	507		Hypothetical protein	   
Ec-03_001460	chr_03	2701		carotenoid isomerase-like protein	GO:0016117,GO:0016705,GO:0050660
Ec-03_001470	chr_03	1733		expressed unknown protein	   
Ec-03_001480	chr_03	592		expressed unknown protein	   
Ec-03_001490	chr_03	954		hypothetical protein	   
Ec-03_001500	chr_03	6498	GBG-gametophyte	High mobility group domain protein	GO:0003677,GO:0005634,GO:0005515,GO:0006355
Ec-03_001510	chr_03	1224		hypothetical protein	   
Ec-03_001520	chr_03	9489		CAP Gly-rich domain	   
Ec-03_001530	chr_03	2725		putative DNA topoisomerase III	GO:0005694,GO:0003677,GO:0003916,GO:0006265,GO:0006268
Ec-03_001540	chr_03	1967		Protein of unknown function DUF2237	   
Ec-03_001560	chr_03	3324		WD40-repeat-containing domain	GO:0005515
Ec-03_001570	chr_03	4379		Tetratricopeptide TPR1	GO:0005515
Ec-03_001590	chr_03	723		COX19 homolog cytochrome c oxidase assembly protein	NA
Ec-03_001600	chr_03	1105		Hypothetical protein	   
Ec-03_001610	chr_03	3348		expressed unknown protein	   
Ec-03_001620	chr_03	1713		Leucine aminopeptidase/peptidase B	GO:0004177,GO:0005737,GO:0008235,GO:0019538,GO:0030145
Ec-03_001630	chr_03	6501	SBG-male,GBG-gametophyte	Anoctamin	GO:0016020 
Ec-03_001640	chr_03	1515		U6 snRNA-associated Sm-like protein LSm3	NA
Ec-03_001650	chr_03	2882		SLC41 divalent cation transporters integral membrane domain	GO:0006812,GO:0008324
Ec-03_001670	chr_03	4053		Domain of unknown function DUF21	   
Ec-03_001680	chr_03	1585		conserved unknown protein	   
Ec-03_001690	chr_03	2103		Hypothetical protein	   
Ec-03_001700	chr_03	821		conserved unknown protein	   
Ec-03_001710	chr_03	5137		Tetratricopeptide-like helical domain	GO:0005515
Ec-03_001720	chr_03	908		Spherulation-specific family 4	   
Ec-03_001730	chr_03	637		Hypothetical protein	   
Ec-03_001740	chr_03	1589		Transmembrane protein 231	   
Ec-03_001750	chr_03	3291		Tetratricopeptide repeat containing protein	NA
Ec-03_001760	chr_03	756		hypothetical protein	   
Ec-03_001770	chr_03	218		Hypothetical protein	   
Ec-03_001780	chr_03	1180		expressed unknown protein	   
Ec-03_001790	chr_03	5018		LRR-GTPase of the ROCO family	GO:0005622,GO:0005524,GO:0008134,GO:0006355
Ec-03_001800	chr_03	810		Hypothetical leucine rich repeat protein	GO:0005515
Ec-03_001810	chr_03	1436		Nucleic acid-binding OB-fold	GO:0000049
Ec-03_001820	chr_03	2328		HAT dimerisation domain C-terminal	GO:0046983
Ec-03_001830	chr_03	1208		Selenoprotein W	   
Ec-03_001840	chr_03	732		hypothetical protein	   
Ec-03_001850	chr_03	5599		Myb-like DNA-binding domain containing protein	GO:0003677,GO:0045449
Ec-03_001860	chr_03	1532		expressed unknown protein	   
Ec-03_001870	chr_03	804		conserved unknown protein	   
Ec-03_001880	chr_03	6150		P-loop containing nucleoside triphosphate hydrolase	GO:0004197,GO:0006508
Ec-03_001890	chr_03	4534		pyruvate carboxylase	GO:0003824,GO:0004736,GO:0005524
Ec-03_001900	chr_03	2440		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-03_001910	chr_03	5573		Threonine dehydratase catabolic	GO:0004794,GO:0006567
Ec-03_001920	chr_03	3919		Ankyrin repeat-containing domain	   
Ec-03_001930	chr_03	4872		Glycosyl transferase family 25	GO:0009103
Ec-03_001940	chr_03	2919		hypothetical protein	   
Ec-03_001950	chr_03	684		hypothetical protein	   
Ec-03_001960	chr_03	2557		gamma carbonic anhydrase	GO:0008415,GO:0016740
Ec-03_001970	chr_03	3012		expressed unknown protein	   
Ec-03_001980	chr_03	357		hypothetical protein	   
Ec-03_001990	chr_03	252		Hypothetical protein	   
Ec-03_002000	chr_03	741		hypothetical protein	   
Ec-03_002010	chr_03	4688		SHQ1 protein	   
Ec-03_002020	chr_03	2929	GBG-sporophyte	Spherulation-specific family 4	   
Ec-03_002030	chr_03	2418		UTP--glucose-1-phosphate uridylyltransferase family	GO:0008152,GO:0070569
Ec-03_002040	chr_03	1280		conserved unknown protein	   
Ec-03_002050	chr_03	2877		Hypothetical protein	   
Ec-03_002060	chr_03	8691		Protein of unknown function DUF3638	GO:0000166
Ec-03_002070	chr_03	1884		hypothetical protein	   
Ec-03_002080	chr_03	2393		Metallopeptidase catalytic domain	GO:0008237
Ec-03_002090	chr_03	2928		Pleckstrin homology-like domain	   
Ec-03_002100	chr_03	5310		Zn(2)-C6 fungal-type DNA-binding domain containing protein	GO:0005634,GO:0006355,GO:0008270,GO:0003700
Ec-03_002110	chr_03	2042		Hypothetical protein	   
Ec-03_002120	chr_03	1869		conserved unknown protein	   
Ec-03_002130	chr_03	2205		Zinc finger MYND-type	GO:0008270
Ec-03_002140	chr_03	552		EsV-1-7 domain protein	NA
Ec-03_002150	chr_03	1875		conserved unknown protein	GO:0005509
Ec-03_002160	chr_03	801		Histidine phosphatase superfamily clade-1	GO:0006096,GO:0016868
Ec-03_002170	chr_03	3186		Histidine phosphatase superfamily clade-1	GO:0006096,GO:0016868
Ec-03_002180	chr_03	3571		Eukaryotic-type methylenetetrahydrofolate reductase	GO:0004489,GO:0006555,GO:0055114
Ec-03_002190	chr_03	2879		Heat shock protein 70	GO:0005524
Ec-03_002200	chr_03	970	GBG-sporophyte	Tissue inhibitor of metalloproteinases-like OB-fold	GO:0005515
Ec-03_002210	chr_03	1829		Hypothetical leucine rich repeat protein	GO:0005515
Ec-03_002220	chr_03	3201		EF-hand domain pair	GO:0005509
Ec-03_002230	chr_03	2275	GBG-gametophyte	EF-hand domain pair	GO:0005509 
Ec-03_002240	chr_03	1227		hypothetical protein	   
Ec-03_002250	chr_03	2448		Mitochondrial substrate/solute carrier	GO:0005488,GO:0006810,GO:0016020
Ec-03_002260	chr_03	12852		Nucleic acid-binding OB-fold	   
Ec-03_002270	chr_03	3722		hypothetical protein	   
Ec-03_002280	chr_03	3301		Glycosyl transferase family 31	GO:0006486,GO:0008378,GO:0016020
Ec-03_002290	chr_03	222		Cyclic nucleotide-binding domain	   
Ec-03_002300	chr_03	627		EF-hand domain pair	GO:0005509
Ec-03_002310	chr_03	718		Hypothetical protein	   
Ec-03_002320	chr_03	2101		Methyltransferase type 11	GO:0008152,GO:0008168
Ec-03_002330	chr_03	2292		Mitochondrial Processing Peptidase beta subunit. 	GO:0003824,GO:0046872
Ec-03_002340	chr_03	4280		Pentatricopeptide repeat	   
Ec-03_002350	chr_03	3933		EF-hand domain pair	GO:0005509
Ec-03_002360	chr_03	1602		hypothetical protein	   
Ec-03_002370	chr_03	447		expressed unknown protein	   
Ec-03_002380	chr_03	2676		expressed unknown protein	   
Ec-03_002390	chr_03	3152		expressed unknown protein	   
Ec-03_002400	chr_03	3595		conserved unknown protein	NA
Ec-03_002410	chr_03	2979		flagellar associated protein	   
Ec-03_002420	chr_03	2618		Peptidase C19 ubiquitin carboxyl-terminal hydrolase	GO:0006511,GO:0036459
Ec-03_002430	chr_03	1750		conserved unknown protein	   
Ec-03_002440	chr_03	5488		conserved unknown protein	   
Ec-03_002450	chr_03	1813		expressed unknown protein	   
Ec-03_002460	chr_03	2581		Peptidase C1A	GO:0008234
Ec-03_002470	chr_03	3692	GBG-gametophyte	hypothetical protein	   
Ec-03_002480	chr_03	2190		hypothetical protein	   
Ec-03_002500	chr_03	2887	GBG-gametophyte	Patched	GO:0008158,GO:0016020
Ec-03_002510	chr_03	2907	SBG-male,GBG-gametophyte	hypothetical protein	   
Ec-03_002520	chr_03	2643		Hypothetical protein	   
Ec-03_002530	chr_03	2460		hypothetical protein	   
Ec-03_002540	chr_03	3438		Zinc finger Sec23/Sec24-type	GO:0006886,GO:0006888,GO:0008270,GO:0030127
Ec-03_002550	chr_03	1121		WW domain binding protein 11	GO:0006396
Ec-03_002560	chr_03	4212		Patched	GO:0008158,GO:0016020
Ec-03_002570	chr_03	1389		conserved unknown protein	   
Ec-03_002580	chr_03	3194		NB-ARC	GO:0043531
Ec-03_002590	chr_03	688		Hypothetical protein	   
Ec-03_002600	chr_03	3336		Tetratricopeptide-like helical domain	GO:0005515
Ec-03_002610	chr_03	2188		Hypothetical protein	   
Ec-03_002620	chr_03	435		Small GTPase superfamily	GO:0005525,GO:0007264
Ec-03_002630	chr_03	3119		Metallo-dependent phosphatase-like	   
Ec-03_002640	chr_03	2488		Nucleotide-diphospho-sugar transferases	   
Ec-03_002650	chr_03	3340		expressed unknown protein	   
Ec-03_002660	chr_03	2350		YHYH domain	   
Ec-03_002670	chr_03	2534	SBG-male,GBG-gametophyte	YHYH domain	   
Ec-03_002680	chr_03	4001		YHYH domain	   
Ec-03_002690	chr_03	1621		P-loop containing nucleoside triphosphate hydrolase	   
